날짜,제목
21.02.11,(장문)불장에서 돈 잃는애들은 그냥 마음이 급한거다
21.02.11,100만원 받을새끼 다시 들어와라
21.02.11,피시방인데 사장이 코인 채굴중임.jpg
21.02.11,에아다로 8200만 벌었다 ㅋㅋ 계좌 ㄱㄱ
21.02.11,[수익률150퍼]개추박고 계좌 3명구제간다
21.02.11,개추박고 계좌 ㄱ
21.02.11,■■■학식고래형이다■■■
21.02.11,하.. 오늘 돈 많이 땄는데 할아버지 돌아가셨다..
21.02.11,리플에 10억치물렸다 살자마렵다..
21.02.11,슨트 190% 넘었늉
21.02.11,슨트 소소하게 벌었다 치킨 한명사준다.
21.02.11,10명까지 구제해준다.
21.02.11,찐하락이야... 이유 설명간다...txt
21.02.11,■■■■학식고래형이다■■■■
21.02.11,비트코인에 미쳐버린 남친이 고민.....JPG
21.02.10,에이다 살려저
21.02.10,두 번째 글) 리플 글 올리는 사람이에요. 제 원칙대로 돈버는걸 보여줌
21.02.10,세뱃돈 100만원씩 10명 쏜다
21.02.10,오늘 하룻동안 5200 벌었다...ㄷㄷ
21.02.10,"20명 , 10만원 , 개추 , 새뱃돈"
21.02.10,념글시 10명 7만원
21.02.10,념글시 선착10명 10만원씩
21.02.10,와 ㄹㅇ 3년전 알림 왔어 시발...jpg
21.02.10,념글 리플400?ㅋ나보다 평단 낮은새끼 개추박아보셈
21.02.10,빗갤 실력1위 리플 평단 인증.....JPG
21.02.10,정상에 서다.
21.02.10,[개념]아다 vs 리플 아직못타신분들을 위한글....TXT
21.02.10,직장인 용돈벌이로 쏠쏠히 수익중이다 개추넣고 계좌 ㄱ
21.02.10,공장 담보 대출받았다
21.02.10,욕심 안 부리고 하루에 2~3퍼 먹는다 생각하면....TXT
21.02.10,지금 비체인 사야하는 이유 전격공개
21.02.10,에이다 졸업한다
21.02.10,폴카닷 정리 설명.txt
21.02.09,코린이들을 위한 단타칠 때 주의할점(스압)
21.02.09,비트코인 실검보소 ㅋㅋㅋㅋㅋ....JPG
21.02.09,비트 숏 225퍼 수익 성공 계좌 ㄱ
21.02.09,빗갤럼들 진짜 머스크의 빅-드림 모르겠냐?
21.02.09,너무 힘듭니다.
21.02.09,자고 일어났는데 기프토 매수매도 버튼이 사라졌습니다 뭔가요?
21.02.09,현물만 했는데 1000만원이 89만원됐다
21.02.09,리플 600은 가는이유.jpg
21.02.09,리플 빅 호재 떴다
21.02.09,리플 아직도 -91%다
21.02.09,리플 호재 이유.jpg
21.02.09,코인 아지매 연전연승..jpg
21.02.09,현재 비트코인 상황.jpg
21.02.09,-99.97%
21.02.08,3년 존버 드디어 탈출직전이다
21.02.08,역사적 대죄인 3인방...jpg
21.02.08,2021년 새로운 이론 탄생.jpg
21.02.08,비트코인 4730만원 12일만에 구조됐다
21.02.08,■■■학식고래형이다■■■
21.02.08,2600날렸다... 착잡해서 아무것도 손에 안잡힌다...
21.02.08,■■■학식고래 포토샵 저격한다■■■
21.02.08,이 글 읽고 정신차려라 병신들아
21.02.08,21학번 학식충 고등학교 코인질 근황
21.02.08,념글가면 랜덤 15명 5만원씩 쏜다
21.02.08,코인 접어요. 랜덤 10명 5만원씩 드러요.
21.02.08,한번만 더 알린다. 리플저평가상태임 리플사라.(이전글참고)
21.02.08,사촌누나랑 관계 맺었다 어떡하냐?...
21.02.07,이거 업비트 고소 가능해?
21.02.07,30명 만원씩 구제간다 + 코인투자추천
21.02.07,10명구제간다 추천누르고 계좌적어라
21.02.07,같이 리플 살 상남자 모집한다.
21.02.07,내일 에이다 미래니까 꼭 봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.02.07,코인판에서 돈 안잃는 원칙 5가지.txt
21.02.07,에이다 평단가 나보다 높은놈만 치킨 쏜다 500마리까지 뿌려봄
21.02.07,에이다 달달하노 ㅋㅋ 치킨 좀 쏴줄까??
21.02.07,밥먹고 왔는데 이거 뭐냐?? 념글 보내놔라
21.02.07,[축하] 오늘 에이다 산새끼들 읽어봐라ㅋㅋ
21.02.07,코인으로 부자될려는 욕심 가지지마라
21.02.06,엄마한테 20만원 빌림 다시 시작이다
21.02.06,다시보는 흑떼목장 레전드.jpg
21.02.06,97년생 파란만장한 코인스토리 심심해서 풀어봄(스압)
21.02.06,비트코인 갤러리 엄청 오랜만에 와보네.코인 너무나 고마운것.
21.02.06,며칠만에 3천 잃었다 후기 남기고 떠난다
21.02.06,ㅋㅋ오늘 씹불장이었네 손익 인증한다 ㅋㅋㅋㅋ 꺼억
21.02.06,오랜만에 떡상한데서 앱 다시 깔았더니
21.02.06,급등 코인 단타 치는 애들 특.txt
21.02.05,5개월만에 1억 수익낸 코린이 투자방식
21.02.05,퓨전 개념글 가능하냐
21.02.05,5개월간 코린이 수익내역.jpg
21.02.05,빚내서 비트코인했다가 망해서 회생신청했는데 기각당했다
21.02.05,■■ 학고따르니 시드 상승 (인증) ■■■
21.02.05,100만원으로 3주만에 신분바꿧다 ㅋㅋㅋ
21.02.05,코인판에서 돈버는법 알려줌. ㄹㅇ이것만 지켜도 돈안잃음 feat 알트코인
21.02.05,코인 수익률 113퍼 인증한다
21.02.04,리플 1000원이 말이 되는 이유.jpg
21.02.04,퓨전 개쳐물린짤
21.02.04,너네 한달만에 천만원 날려본적있냐
21.02.04,리플 단타 결과
21.02.04,[속보] 머스크형 지령 떨어졌다
21.02.04,오늘의 흐름에 관하여
21.02.04,25만으로 2500만 만들기 4일차
21.02.04,이더 수익 인증한다.
21.02.03,<필독>이번 리플사건과 동전주 관련 분석자료.txt
21.02.03,★스톰엑스 폭등 전 그래프랑 완전히 똑같음(90프로이상)[추천]★코모도
21.02.03,비트코인 갤러리를 마지막떠나기전 쓰는글 (feat.단문)
21.02.03,리플 819층이다.....엄마랑 카톡 인증......jpg
21.02.03,리플 안올랐던 이유가 있었네 840까지는 간다
21.02.03,코인접는다
21.02.03,내가 평생 투자에 성공한 이유.txt
21.02.03,돈 벌어서 가장 잘한짓..
21.02.03,21살 학식 공장 알바 왔는데
21.02.03,이새끼 뭐임??
21.02.03,군대가기전 코인 주식 토토 750잃고 느낌점 (긴 글)
21.02.03,근데 코인으로 세금 내는게 바보아님?
21.02.03,"(장문)썰 + 비트,코르텍스,프로피,리플로 낸 수익 실현한거 인증"
21.02.03,코인판 떠난다 수익인증
21.02.02,에이다펌핑이 반드시 성공할수밖에 없는 이유(개추박자)
21.02.02,펌핑방 진심 걱정대서 쓰는 글
21.02.02,빗썸 보상떳다 !!!
21.02.02,리플에 모든걸 다 잃었다.. 떠난다
21.02.02,리플 지금 심상치 않다 차트보면
21.02.02,미국주식으로 2천 땡겼다 개추 구제간다
21.02.02,군붕이 방금 폰 받았는데 이거 뭐냐 ??
21.02.02,병신들아 리플세력들 에이다로 타겟바꿨어 에이다로와
21.02.02,2명만 뽑아서 구제해준다 인당 100만원씩
21.02.02,계좌 20명까지 딱 5만원씩 총 100만원 뿌려요 [인증]
21.02.02,하.. 학식충 좆됐다... 개념글이라도 보내다오
21.02.02,빗썸 섭폭 보상공지 떴다.jpg
21.02.02,비트갤형님들.. 제발 도와주세요 리플때문에 자살하고싶습니다
21.02.02,10명 랜덤 10만원주고 떠난다
21.02.02,어제 리플 2배먹었다 줄서라
21.02.02,부모님없으면 계좌적고가
21.02.02,5명 50만 씩 쏜다
21.02.02,랜덤 1명 100만원
21.02.02,랜덤 3명 100만원
21.02.02,근데 리플 소송 이기면 1000원가는건 확정 아님?
21.02.02,리플 어제 사놓고 자고일어났는게 한강뷰떳냐?
21.02.02,3시간넘게 멍때리는중이다
21.02.02,혼술 두병 조졌다 ㅅㅂ........txt
21.02.02,시드2억으로 8억벌었다 오늘 수익 다뺀다 (인증)
21.02.02,리플800층 근황.gif
21.02.02,계좌불러. 구제 간다. 3명만
21.02.02,수익인증 + 구제 드간다
21.02.02,[100만 한명구제] 인증안하냐 ㅡㅡ // 28 없네? 다시 50만
21.02.02,랜덤 열다섯명 10만원씩 구제간다
21.02.02,념글 보내고 댓글에서 열명
21.02.02,구원간다 근데 조건있다
21.02.02,당첨 숫자 나왔는데 개념 못가서 다시 [100 한명만 구제]
21.02.02,선착 두당 10만 구제 ㄱ
21.02.02,(인증) 리플로 돈 잃은놈들만 들어와라
21.02.02,선착순 10명
21.02.02,와이프와 이혼 직전이다(feat.리플)
21.02.01,리플 개념글 간 게이다. 이왕 이렇게 된거
21.02.01,리플 물린새끼 구제해준다 념글 보내고 댓달아라
21.02.01,학식충 등록금 꼬라박았는데 좆됐다 하ㅠㅠ
21.02.01,씨발 770층에서 물렸다 1000원 매도해놨는데
21.02.01,리플 마통으로 1억 넣었는데 -30%입니다.. 조언좀요
21.02.01,진짜 자살할까 진지하게 고민중이다..
21.02.01,빗썸 본사왔다
21.02.01,리플 익절치고 구경하는 사람 개추ㅋㅋㅋㅋㅋㅋ
21.02.01,실시간 내 리플 레전드수익 ㅋㅋ
21.02.01,빡쳐서 모니터 부심 시@빨
21.02.01,[분석글] 진짜 차트 분석 완료했다.
21.02.01,리플 밥먹고왔더니
21.02.01,리플로 대출금+전재산 잃었습니다
21.02.01,■■■학식고래형이다 기억해라 리플 300원 복귀■■■
21.02.01,뭐야 리플 800원 다시 복구했네 ㅋㅋㅋㅋㅋ
21.02.01,■■■학식고래형이다■■■
21.02.01,이벤트가 이미 끝났다고?
21.02.01,나 이번에 리플에 물려서 6만원 꼴아도 기분좋다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.02.01,■■■■■학식고래형이다 아직도 나 안믿냐?????■■■■■
21.02.01,리플에 전재산 올인하고 BMW 뽑는다 인증
21.02.01,리플 100퍼 인증한다
21.02.01,(념글요청) 말씀 이 씨발련아 넌 욕좀 더 쳐먹어야겠다
21.02.01,리플 팔라고하는 십새끼들은 봐라
21.02.01,리플 10원때 샀던거 수익률 6500%찍혔다
21.02.01,리플 무식하게 존버한 새끼들 미래 ㅋ
21.02.01,리플 물렸다 손절할까
21.02.01,니미 시발 기분 좆같다.txt
21.02.01,리플 90% 수익인증 계좌 ㄱㄱ
21.02.01,리플 지폐찌라시 믿는 흑우들 봐라 ㅋㅋ
21.02.01,리플 평단 600대 이하 주주들 개추
21.02.01,리플많이올랐다길래 1년만에 업비트켰다
21.02.01,기분좋네 리플로 80범 랜덤3명
21.02.01,분석글) 리플 팔아야 하는 이유. 재업
21.02.01,이거 무조건 피해라.jpg
21.02.01,캬 리플로 5억 꺼억 계좌 남겨라 구제간다
21.02.01,개미새끼들 손떨리는 소스뜸.jpg
21.02.01,한달에 9천만원 벌었노 ㅋㅋㅋㅋㅋㅋㅋ
21.02.01,이 정도면 강심장 인정하냐?
21.02.01,리플로 2억 벌었다 계좌박아라 ㅋ
21.02.01,리플 추가하락 나오는 이유...........JPG
21.02.01,리플 천상계 티어의 마음가짐.jpg
21.02.01,(빗갤공지)오늘 10시부터 리플 개미지옥이 시작될 예정입니다
21.02.01,리플 최종수익 158% 계좌 ㄱㄱ
21.02.01,리플 돈복사 햇다 ㅋㅋ 계좌달아라
21.02.01,리플로 3천 벌엇누 ㅋㅋ 계좌 불러라
21.02.01,달달하네 5명 계좌불러라 마니는못주고
21.02.01,리플 현재 수익률 인증
21.02.01,11월말쯤에 720층 1억 2천 물린 리플러다
21.02.01,리플 통수 오피셜 떳다 시발 ㅋㅋㅋ
21.02.01,자살하러간다
21.02.01,니들이 모르는사실 이번펌핑에 숨겨진비밀
21.02.01,900% 먹은 기념으로 수익금의 10% 드리겠습니다.
21.02.01,코르텍스로 10억 벌었다 구제 들어간다 ㅋㅋㅋㅋ
21.01.31,여보 미안해 이걸 솔직하게 말해야될까??
21.01.31,ㅋㅋㅋㅋㅋㅋㅋㅋ 빗갤 진짜 좆같은 이유.fact
21.01.31,와 시발 이게 돈복사지 병신 흑우들아 ㅋㅋㅋ
21.01.31,(수정함)★★★★★오늘 빗갤에서 제일 웃긴 놈★★★★★★★★
21.01.31,속보) 버거형들 교회다녀오신단다
21.01.31,■■■학식고래형이다■■■
21.01.31,리플에 전재산 박았다!
21.01.31,[재업] 학식고래가 씹사기꾼인 이유.txt
21.01.31,학식고래 본격적으로 사기칠라고 사람 모으는중 (념글올려줘)
21.01.31,리플 110퍼수익 인증간다 계좌남겨라
21.01.31,리플 3천원가는 결정적인 증거 유출됨
21.01.31,■■■■■학식고래형이다 리플관련 분석 및 조언■■■■■
21.01.31,.... 이번주 코인판 베스트 명장면..jpg
21.01.31,코인 졸업한다.
21.01.31,비트코인 선물거래로 수익률100찍고 전재산 다잃었다..
21.01.31,씨발 다이 매수햇다가 9천날렸다
21.01.31,아까 비토로 2천프로 2억벌었다던 코린이야 형들..
21.01.31,댓글에 계좌달면 10만원 보내줌 선착순 5명
21.01.31,씨발 200으로 1000만들었다... ㅋㅋㅋㅋㅋㅋㅋ
21.01.31,계좌달고 추천박아라 구제간다~~
21.01.31,고팍스 리플베어 평단62에 물린놈인데 탈출 성공했다ㅠㅠ
21.01.31,5분만에 돈복사한거 인증한다.jpg
21.01.31,돈 순식간에 500사라졋는데 실감이 안남
21.01.31,야수 모드다
21.01.31,고팍스 bear 법적으로 문의해봤다.jpg
21.01.31,빝쉐 수익인증 다꼴은놈들 구제해줌
21.01.31,리플로 8000벌음 계좌 ㄱㄱ
21.01.31,아이고 비쉐 달달하누 ~~~
21.01.31,[공지] 리플(Ripple) 공지 나왔습니다ㄷㄷㄷㄷㄷ
21.01.31,내일 저녁에 있다는 괴상한 작전믿고 들어가는 흑우없길바란다
21.01.31,500층 5천만원 전망 죽인다
21.01.31,리플 정리 들어간다.
21.01.31,XRP 마지막 구해주고 진짜 간다.
21.01.31,리플 나보다 병신있음?
21.01.31,고팍스 리플 베어
21.01.31,고팍스의 조작을 알아보자.jpg
21.01.31,☆☆☆☆☆☆ 진심으로 박아라..... ㅇㅋ?
21.01.31,고팍스 리플베어 물린새끼들 와봐라 니들 평단얼마냐
21.01.31,개추 계좌 40 1
21.01.31,개추 계좌 20 1
21.01.31,고팍스 좆사기치네 뭐하잔거냐?
21.01.31,고팍스 돌았냐?ㅋㅋㅋㅋ
21.01.31,죽고싶다 진짜 ㅅㅂ 담배 틱당 담배 50개째피는중
21.01.31,댓글에 계좌 개추 알제?
21.01.31,졸업이다 념글갈시 랜덤 5명 칰
21.01.31,리플로 떼돈!! 댓글에 계좌 개추
21.01.31,리플 살려줭
21.01.31,리플 10분만에 수익보고있다 개추 5명 20만원씩 ㄱㄱ
21.01.31,리플 평단 287형이다 이익 10프로 뿌린댓다
21.01.31,리플로 돈땄다. 계좌불러...!!
21.01.31,리플 2천 5백 박는다
21.01.31,개추박고 계좌달아
21.01.30,이 개좆같은새끼가 부모욕을하네
21.01.30,이번달 선물 수익 2억 돌파..
21.01.30,애들아 나 진짜 청산당했다 안녕..
21.01.30,펄거슨 이놈이 어떤사람이냐면.
21.01.30,지금 유의 ㅈ도 모르면서 씨부리는 애 있는데
21.01.30,여기 골빈애들은 기회비용이란 개념이 없음
21.01.30,고인 욕설 제보 인증 ㅇㅇ
21.01.30,비트코인때매 인생 망가진것같다..
21.01.30,머선일이고 ㅋㅋㅋ 시아 35% 떡상??
21.01.30,머장이 오늘 미친개처럼 달리는 이유
21.01.29,3800불 125배 숏친놈 상황
21.01.29,미국SEC 엘론 머스크 주가조작혐의로 소송 가능성 제기
21.01.29,노식고래형
21.01.29,이더 개떡상으로 500벌었다 계좌 ㄱㄱ(인증)
21.01.29,선생님들 이더트레이더입니다. 제가 학식고래라고 말씀하시는 분이 있어서
21.01.29,■■■학식고래형이다■■■
21.01.29,어제 부터 미국주식을 하던 나의 변화.jpg
21.01.29,사진하나로 웃겨준다 념글보내주라
21.01.28,샌드박스 유의 안뜨냐??
21.01.28,난 진짜 오에스티 지금 물려서 다행인거같음
21.01.28,개념요청] 나 아닌줄알면서도 고소하는거라면 무고죄에 해당
21.01.28,이해성이다
21.01.28,(속보)ㅎㅅㄱㄹ 불안증세 보이는중ㅋㅋㅋ
21.01.28,[재업]학식고래가 씨발개븅신 흑떼몰이 새끼인 이유.txt
21.01.28,노식고래vs학식고래 =??? 장문 읽어봐 사건정리 머선129
21.01.28,비트 개미들 진짜 다 죽어나갓네 그래프 자체가
21.01.28,안녕하세요. 도네입니다.
21.01.27,나 어떡하지....아니 시발진짜 어떡해....
21.01.27,떡락해도 여유있다 ㅋ
21.01.27,념글 보내줘라..
21.01.27,응 노식이형이야 너희 한테 선물 잇다
21.01.27,념글 보내주냐 이 정도면?
21.01.27,여기 해당되는 병신 코인 붙잡고 있으면 개추
21.01.27,념글 보내라 시발..
21.01.27,작년 7월부터 빗코로 번 1억 휴먼때문에 한방에 다날렸네요. 떠납니다
21.01.27,휴먼 69층...인증이요
21.01.27,휴먼 70층 인증..
21.01.27,휴먼으로 돈복사좀 햇다 긴말ㄴ 계좌ㄱ
21.01.27,휴언 71층 인증ㅜㅜㅡ
21.01.27,휴먼 70층 사람살아요
21.01.27,학식고래 옵챗 근황
21.01.27,현시각 귀신같이 조용해진 한분 근황.jpg
21.01.27,여러분 저는 떠납니다. 이 글을 통해 작은 교훈이라도 얻으시길 빕니다.
21.01.27,떠나기 전에 코인팁 주고 감
21.01.27,엔진 코인 현 상황 요약.Gif
21.01.26,4일간 10배 숏으로 5000만원 벌었다 계좌남겨
21.01.26,지금 이더리움 들어가는게 얼마나 병신같은짓인지 알려준다
21.01.26,800 잃었던 빗붕이다. 흑우짓 또 했다 ㅁㅌㅊ
21.01.26,갤보고 한가지 배웠다
21.01.26,나한테 피자 사기친 준영이놈 보아라
21.01.26,코인판 기웃기웃대는 코린이들아 잘들어라
21.01.26,이번에 비트 반짝 반등한 이유가 이건가
21.01.26,학고님 사과드립니다 글 봐주세요
21.01.25,3명 1비트씩 뿌린다 빨리와라
21.01.25,■■■학식고래형이다■■■
21.01.25,학식고래 학고 단톡방에서 이거 보고 소름 돋았다
21.01.25,비트 접으니깐 정력이 다시 돌아왔다.
21.01.25,중요) 학식고래 믿는 분들 궁금한거 있어요
21.01.25,■■■학식고래형이다■■■
21.01.25,속보)학식고래 또 변명중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.25,속보 학식고래 변명중 ㅋㅋㅋㅋㅋ
21.01.25,샌드박스 쳐물린 게이근황 (-75%)
21.01.25,초초레어짤 ㄷㄷ) 실제 하버드가서 비트코인수업들음
21.01.25,룸네76형이다
21.01.24,코인으로 돈 버는 사람들 vs 못버는 사람들 비교해준다
21.01.24,형이 진지하게 종목 픽해준다. 풀매수해라
21.01.24,오늘 7천 벌었다. 최고급
21.01.24,진짜 한 번만 살려주새요.....제발
21.01.24,개념글 보내놔라 니들 인생 역전하게 해주는 글임ㅋㅋ
21.01.24,어제 하락장 하루동안 1600만원 태웠다 ㅋㅋ
21.01.23,"""샌드박스 500층이 오겠어요?"""
21.01.23,샌드박스 450층 게이다...살려주라 이기
21.01.23,학식고래가 대단해 보이는 이유는 학고가 대단해서라기 보단
21.01.23,코인땜에 여친이랑 헤어졌다
21.01.23,■■■■학식고래형이다■■■■
21.01.23,이더리움 폭락 예언 *미 재무장관 발표건 포함 정리글
21.01.23,코인 물려서 쿠팡왔다 씨발샠기들아...
21.01.23,난 코인하면서 너무 정신이 피폐해져서 관둠
21.01.22,상승장보다 하락장이 개꿀아니냐
21.01.22,비트 간단 분석
21.01.22,야 역대급 정보 들어왔다ㄹㅇ
21.01.22,■■■■학식고래형이다. 일주일내로 4750■■■■
21.01.22,안녕하세요 도네입니다. 차트분석 및 향후전망에 대해서
21.01.22,속보)) 비트코인 기사떴따!! 대!!호!!!황!!!!!!
21.01.22,수면제 한통사러간다.jpg
21.01.22,형들 나 이제 98%찍히는거야?
21.01.22,결혼 자금 날렸다 어쩌냐
21.01.22,고윤나 이새끼가 웃음벨이네ㅋㅋㅋ
21.01.22,오늘자 학식고래 웃음벨2ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.22,추천하고 계좌적으면 10명 만원씩 구제간다
21.01.22,현재 비트코인 상황 짤
21.01.22,개념글 가면 선착 15명 만원씩 드림
21.01.22,"코린이들아, 5년차인데 마지막 기회이니, 전망 예상해 줄께"
21.01.22,슬슬 옐런 말바꾸기 시작하죠
21.01.22,짜증나서 익절처리하고 코인판 정리함(인증있음)
21.01.22,코린이 4일차 마이너스85퍼인데 ㅜㅜ
21.01.22,비트코인 하락 이유 알려준다
21.01.22,아까 저녁에 샌박 500층 맛보고 손절하고 소주 5병까고 자다왔다.JqG
21.01.22,좆된거 같다 눈앞이 깜깜하다...어떡하냐...
21.01.22,■■■학식고래형이다.언제까지 욕만할래■■■
21.01.21,지금 공포는 무슨 진짜 공포를 못 봤구나
21.01.21,학식고래 드디어 정신줄 놈ㅋㅋㅋㅋ
21.01.21,비트코인 무조건 0원 휴지조각된다 븅신들아..
21.01.21,3일차 코린이 샌드박스에 꼴아박고 코인판 떠남
21.01.21,샌박 물리고 화나서 모니터 깨버렸다
21.01.21,샌박 600간다 준비해라
21.01.21,형들.. 나 인증할게 439층..
21.01.21,샌드박스 역대급으로 쳐물림
21.01.21,1콩 10명 계좌달아라
21.01.21,고윤나 시간에 따른 감정변화 존나웃기네 ㅋㅋㅋㅋㅋ
21.01.20,여기 갤러리 너무 따뜻한거 같아요
21.01.20,23살 14점으로 아파트 청약당첨 됐습니다.
21.01.20,안녕하세요 도네입니다. 현재 비트코인 상황입니다.
21.01.20,코인판 불장이라길래 3년만에 업비트 켜봤다
21.01.20,코린이들 경주마 고르는 팁 4가지 알려줌ㅇㅇ (요약있음)
21.01.20,2차로 뽑습니다 추첨10명
21.01.20,선물 마진으로 잃는거보다 현물로 돈잃는게 더좆같다
21.01.19,난 여기 코인쟁이들이 대박났음 좋겠다
21.01.19,엔진 530층 게이야
21.01.19,리플 5억게이인데 미안하다 애들아 사람너무 믿지마라
21.01.19,리플 3.5억 게이이다 물탔다 씨팔 머리가 핑핑돈다 5.2억 게이다
21.01.19,리플 3억5천 한방에 매수한 게이다 할말있다
21.01.18,비트코인 핫하다고 해서 샀는데 76% 됐다
21.01.18,쉬러 가기전 마지막글
21.01.18,■■■ 2021년 12월 코인가격 예상 ■■■
21.01.17,분석) 민스키모델 비트코인 현 위치...jpg
21.01.17,■■■학식고래형이다 조정장 온다했지?■■■
21.01.17,■■■학식고래형 팬이다. 경주마 추천하고 갤질 접는다!!■■■
21.01.17,■■■학식고래형!! 기프토 300% 떠먹여준 학식고래형!!■■■
21.01.17,■■■학식고래형이다 내일 오전장■■■
21.01.17,3년만에 들어왔는데 똥텀 -5천만원이네
21.01.17,학식고래야 이건 뭔데??
21.01.17,코인으로 오늘 170먹었습니다 구제갑니다 개추 ㄱㄱ
21.01.17,지금이 절대 고점이 아닌 이유 I
21.01.16,리플을 지켜봐야 하는 이유.fact
21.01.16,폴카닷 3억익절 꺼억 계좌10명 5만원식구제함
21.01.16,폴카닷으로 220장 먹었다 구제 간다
21.01.16,이래도 학고방이 연료 방이 아냐?
21.01.16,ㅋㅋㅋ 진짜 학식 고래믿고 코인하는놈들아 니들 걍 이판떠나라
21.01.16,고수형님들에 비해 적지만 나눔간다.
21.01.16,■■■학식고래형이다■■■
21.01.16,기프토 2배 먹은사람입니다 [ 이체완료 ]2차 주가 지급
21.01.16,학식고래방 근황.kakaotalk
21.01.16,도네좌 그는 도대체...
21.01.16,■■학식고래형이 비캐 80 간다 햇제?■■
21.01.16,기프토 2배먹었는데 개추 안주네? 계좌 준놈들 안줘
21.01.16,얘들아 솔직해 지자. 지금은 돈을 빼야되
21.01.16,미안ㅋ
21.01.16,빗갤 민심 테스트.jpg
21.01.15,10명 5천원 구제간다 추천하고 계좌적어
21.01.15,시드 5천으로 476만원 손절치고 나왔다. 구제간다.
21.01.15,도네입니다.
21.01.15,일하고온다 이거 올려놔라
21.01.15,오늘익절하고 환전하기전에 게이들 돈좀줄게
21.01.15,오늘 빨장안되면
21.01.15,곧 빨장 진입하지않을까 조심스럽게..
21.01.15,이제 구매한거 항상 인증할게요..
21.01.15,저 빗갤 안떠나도 되나요 ??
21.01.15,나 도네말이 100프로 맞다고 절대 생각안하는데
21.01.15,선언할게
21.01.15,뭔진 알겠는데 깝싸지말자
21.01.15,비트 회복장 완전 진입
21.01.15,시드 30% 보존하셨다가
21.01.15,새벽장 (수정)
21.01.15,풀카닷 추천한 개씨발련 누구냐 해라펠리스 펜트하우ㄷㅏ
21.01.15,폴카는 내인생이다이제
21.01.15,15일 비트하락에 대한 내 의견은
21.01.15,병신새끼들아 RSI가 지금 95라고
21.01.15,분명 약진 횡보한다고...(개추좀)
21.01.15,루비니 특징 jpg
21.01.15,주말 피자 받으실1분
21.01.14,전 아까 말씀 다 드렸어요
21.01.14,개념)21차 비트지원금 나간다.
21.01.14,개추나눔 추가로 한번더 간다
21.01.14,계좌달아) 형 왔다.
21.01.14,[속보] 차트 분석 완료 앞으로 전망 예측 [계좌ㄱ]
21.01.14,비트코인 마지막글.jpg
21.01.14,계좌적어) 11차 당첨자 명단.
21.01.14,조금씩 나눔 합니다!!
21.01.14,계좌적어) 들어와봐
21.01.14,계좌 적어라) 11차 당첨자 목록
21.01.14,계좌적어) 11차 당첨자 발표한다
21.01.14,계좌적어) 11차 당첨자 명단 발표함.
21.01.14,계좌적어) 10차 당첨자 목록
21.01.14,계좌적어) 10차 당첨자 명단 발표함.
21.01.14,* 비트코인 모스 그래프 (개인)분석
21.01.14,"선착 5명 [1위,5위 ,10위 , 20위,30위] 2만원 간다"
21.01.14,선착순 3명 3만원씩 쏜다 . 오늘 마진으로 500 땃다 ㅋ ㅋㅋ 개꿀~
21.01.14,5만원씩 20명 구제간다
21.01.14,대장 차트분석해왔다 (자위하는 년)
21.01.14,작지만 소소히 열분께 10만원 기부해요
21.01.14,라스트) 8차당첨자 발표한다.
21.01.14,계좌적어) 7차 당첨자 발표한다.
21.01.14,5천원 5명 추첨 댓글달아 간절한 사연도 덤으로
21.01.14,5명 3만원씩 구제간다
21.01.14,계좌적어) 나눔 6차 발표 및 7차 시작.
21.01.14,선착 5명 10만원 구제간다
21.01.14,나는 쏘소하게 구제간다
21.01.14,5명 2만원씩 구제간다
21.01.14,"50명 5천원씩 나눔 간다(개추, 계좌 필수)"
21.01.14,선착순30명 만원구제간다
21.01.14,"소고기에 소주중 개추 , 계좌 , 10명"
21.01.14,오늘 단타로 300벌었다 긴말 안한다 계좌 ㄱ
21.01.14,[현시점 극히 개인적인 생각]
21.01.14,5장만 더 나눔갈게요.
21.01.14,계좌적어) 나눔 5차 발표 및 6차 시작
21.01.14,필독) 계좌적어 5차 시작
21.01.14,모스 차트 분석해왔다(100간다 이거)
21.01.14,단타로 시드머니 괜찮게 벌었다 선착 5명구제
21.01.14,남은 코인 다 팔았다 50만원 10명 간다.
21.01.14,모스 현금화했다 ㅋㅋㅋㅋㅋㅋㅋ와ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.14,■■학식고래형이다. 니들한테 연료 설거지한적없다■■
21.01.14,학식고래 저 병신새끼 코인판에서 썰리고 빗갤온거였네
21.01.14,■■학식고래형이다■■■
21.01.14,장문주의) 애미뒤진 학식고래 1인3역 정리.jpg
21.01.14,■■학식고래형이다 대응방법 알려준다■■
21.01.14,전지적 차트시점.jpg
21.01.14,몰라시발 비트 이더 8대2로 전재산 다박앗다 인증
21.01.14,■■학식고래형이다 3억수익중이다■■
21.01.14,00부터 6시까지 펀디 차트다. 보고 놀라지 마라.
21.01.14,필독) 형 왔다~ 2차이벤트 당첨자 발표한다.
21.01.14,아까전에 쏜다고 한거 당첨자 목록이다.
21.01.14,4년? 만에 찾은 업비트 돈 나눔합니다
